username,text,likes,created_at
paria.mdz,@leila.hassanlou لیلا یکی از بهترین دوستایی هست که من دارم.اگه به دنبال کسی هستین که بتونه به خودشناسی و حال خوبتون کمک کنه لیلا بهترینه.من که خیلی دوسش دارم❤️,1,"3/22/2022, 9:54:04 AM"
sm.m7812,چه با حاله حال و هوای کامنتها😍به خصوص اونایی که میدونن چی میخوان یا یه جورایی طرفشون رو پیدا کردن. الهی همه خوشبخت بشن,2,"3/22/2022, 9:53:51 AM"
habibe_norouzi,ما هم کامنت ها رو میخونیم و حسرت میخوریم که چرا دوره ی ما این امکانات نبود😁,0,"3/22/2022, 9:53:40 AM"
farzanehmotevallian,@sadaf_healthy چه کار جالبی👏,2,"3/22/2022, 9:53:39 AM"
aminn2578,سلام نوروز همگیتون مبارک باشه من ۳۰ سالمه متولد*کرمان*ارشد مهندسی برق قدرت دارم تو معدن مس سرچشمه کار میکنم این پیج اورجینال فیکه دنبال دختریم که کنار هم یاد بگیریم، رشد کنیم و حرف بزنیم و .....برای همه چه اونایی کامنت میخونن چه اونایی کامنت گذاشتن آرزوی سلامتی و خوشبختی دارم,1,"3/22/2022, 9:59:20 AM"
sana.molania,سلام ثنا هستم اصالتا کورد هستم ولی سالهای زیادی هست که ساکن یزد هستم ۲۶ سالمه یبار کارشناسی متالورژی خوندم ولی الان دارم معماری داخلی میخونم کارشناس فروش کارخونه هستم عاشق سفر هستم دوستای زیادی داشتم و خیلیا حذف کردم الان با تعداد محدود و با کیفیتی رفیق هستم با کسی دوست دارم باشم که احترام و ادب رو رعایت کنه تعهد داشته باشه و برای زندگیش هدف داشته باشه و از نظر درآمد ادم مستقلی باشه و خانواده دوست باشه خودم ادم سخت کوش و با اراده ای هستم دوست دارم این ویژگی هارو تو طرف مقابلم ببینم و اگر لانگ دیسنس نباشه که چه بهتر,6,"3/22/2022, 9:59:10 AM"
ladan.ghz,"کاش برا اپلیکشن دیت من کجاست؟ آستینت رو بالا بزنی👏👏😍
@yaldarta",1,"3/22/2022, 9:58:58 AM"
naramsin2013,@azi.ma4 بیا اینجا دیت خودت و پیدا کن 😍,0,"3/22/2022, 9:58:54 AM"
maryam.abbaspour6,"مرسی یلدا😍
منم اومدم کامنت بخونم",0,"3/22/2022, 9:58:48 AM"
imanndri,@saramohammadee همین ولی ! واسه شروع کافیه,0,"3/22/2022, 9:58:34 AM"
aileenmmz,@delara_aghdam عالیه الان فالوت میکنم,1,"3/22/2022, 9:58:31 AM"
majnoon_behobek,همش که شد تهران 🤕 اتوبوس سنندج خالی موند 😅,1,"3/22/2022, 9:58:04 AM"
mehrshad_ghazii,سلام ، مهرشادم ۲۳ ساله از مشهد ، لیسانس رشته معماری هستم و عاشق هنرم ، برای علاقه خودم عکاسی میکنم و گاهی هم گویندگی . ادم آروم و صلح طلبی هستم ، کودک درون به شدت فعال و عاشق فیلم دیدنم و دنبال کسی هستم که ساکن مشهد باشه و این که خودم ادم معتقدی نیستم و خب بر این باورم که هرکسی اعتقادات خودش رو داره ولی خب خواستم بگم که شاید کسی براش مهم باشه ❤️,11,"3/22/2022, 9:57:49 AM"
yas_larii,@amir.datee کار خیلی گفتی,0,"3/22/2022, 9:57:48 AM"
l.ab.62,من لیلا هستم... ۳۸ سالمه.. قم زندگی میکنم.. از نظر مذهبی معمولی..تیپم اسپرت و رسمی.. مجرد.. دانشجوی دکتری ادبیات.. شغلم حسابداریه بخش خصوصی هستم ... دوتا لیسانس دارم.. مستقلم.. دختر مهربون و بااراده و مسئولیت پذیر و بااحساسی هستم در عین حال منطقی و گاهی جدی و گاهی شیطون .. صادق و وفادار و واقع بین .. اهل سفر و کوهنوردی و موسیقی و کتاب و .. هستم.. پولم دوست دارم.. دنبال کسی هستم که زندگی راحت و ارومی درکنارش داشته باشم .. رفیق باشیم و پیشرفت کنیم.. دنبال رابطه اشنایی واسه ازدواج هستم.. رابطه صرفا دوستی نمیخوام.. با شهر دیگه یا خارج از کشور هم موافقم,5,"3/22/2022, 9:57:36 AM"
splayita,@_fatemeeh_kh  ثواب کردی خواهر 😅😅❤️,1,"3/22/2022, 9:57:23 AM"
_.herdaughter._,@saba2507 ❤️❤️❤️,0,"3/22/2022, 10:01:39 AM"
hoda.malek,من هدی هستم، دنبال یه دوست خوبم، دختر پسرش مهم نیست،حالا پارتنر خوب هم بود چه بهتر،  ۳۲ سالمه، ساکن کرمان، مستقل هستم، به فلسفه و روانشناسی علاقه دارم، آرشیتکت هستم، در درجه اول اعتقادات طرف مقابلم برام مهمه، خودمم و از سیاست و زرنگ بازی و برای نگه داشتن آدما و جذبشون خوشم نمیاد، معتقدم که وقتی خودم باشم هرکس قراره بیاد میاد و هرکس قراره بره بهتره که زودتر بره، دلم میخواد روابطم رو گسترش بدم و از آدم ها چیزای جدید یاد بگیرم، عاشق بحث های طولانی ام که به رشد شخصیتی کمک میکنه، اصلا کرمانی ها بیاین یه اکیپ باحال بسازیم باهم دوست بشیم بنظرم ماهایی که یلدا رو فالو میکنیم تشابهات زیادی داریم و کنار هم خیلی بهمون خوش میگذره😊,3,"3/22/2022, 10:01:07 AM"
somi.dehghan,@leavesinutumn بیا با هم دویت باشیم 😍,0,"3/22/2022, 10:00:52 AM"
erfanmohammadi541,@mahsa_kermanpour 👍👍👍,0,"3/22/2022, 10:00:49 AM"
ladan.ghz,@mojtabamaleki,0,"3/22/2022, 10:00:46 AM"
the_white_jasmine_,جالب بود کامنتا، حس صداقت توشون زیاد بود ، ، هم‌جالبه هم عجیب🙂,4,"3/22/2022, 10:00:19 AM"
sa.har.sa_2021,@rezaee_bahar_25 خوشبخت باشی عزیزم,1,"3/22/2022, 10:04:00 AM"
soheilsiiii,@marjan.akbariy صدای منو دارین از غرب تهران,0,"3/22/2022, 10:03:50 AM"
noon.why68,@sh_madah777 اره اتفاقا آشنایی محدودی دارم با اخلاقیات شون و سبک  زندگی شون، ولی متاسفانه قانع نمیشه کراش درونم 😅 ولی صمیمانه از توصیه ات ممنونم ❤,1,"3/22/2022, 10:03:14 AM"
silversilence,چه کار جالبی.ما فضول های متاهل هم نشستیم می‌خونیم کامنت هارو.امیدوارم همه خوشبخت بشند.فقط لطفا خود واقعی‌تون رو تعریف کنید و نشون بدید،نه اونی که دوست دارید تو ذهن دیگران باشید .,8,"3/22/2022, 10:03:10 AM"
sm.m7812,ای بابا😑😑,1,"3/22/2022, 10:03:08 AM"
mds_abcd,"سلام مسعود هستم 32 سالمه ساکن قم
لیسانس علوم اجتماعی علاقه مند به مطالعه و هنر از لحاظ شخصیتی  آرام  و مهربان هستم  خوشحالم میشم اگر دوستی پیدا کنم برای همصحبتی و همراهی",0,"3/22/2022, 10:02:51 AM"
mehrdad.azimi11,سلام. پسری بیست و هشت ساله از دیار خراسان، شهر مشهد هستم. معلمم و دارم دوره یادگیری زبان رو هم تکمیل می‌کنم. مذهبی نیستم، اهل ورزش و کوه‌پیمایی‌ام اما سیگار هم می‌کشم:) به صورت آماتور نوازندگی دوتار میکنم، آشپزی بلدم:)))) و اینکه فعلا دنبال رابطه منتهی به ازدواج نیستم. علاقه‌ام در حوزه کتاب به کتابهای رمان و تاریخیه، فیلم رو تقریبا همه جوره‌شو میبینم. با آهنگهای خارجی و رپ هم ارتباط نمیگیرم. این چیزایی بود که به ذهنم میرسید. حالا اگه پسندیدید، دایرکت بیشتر صحبت میکنیم:)),2,"3/22/2022, 10:02:49 AM"
amir.test.ni,@yas_larii همش سرکارم خب 😢😂,1,"3/22/2022, 10:02:23 AM"
forbest30under30,@simin__javaheri 😂😂😂,0,"3/22/2022, 10:02:15 AM"
french_with_elnaz,@sahari_azr میشه منم بیام؟😍😍,0,"3/22/2022, 10:02:13 AM"
tiiin_arrrt,سلام من تینا هستم، ۲۶ سالمه و تهران زندگی می کنم، کارشناسی مهندسی صنایع دارم ولی توی اون زمینه کار کردم و دوستش نداشتم، الان توی آشپزخونه ی یه کافه رستوران کار میکنم و با تمام سختی هاش خیلی دوستش دارم. مسافرت رفتن رو خیلی دوست دارم،فیلم و سریال دیدن، با خانواده و دوستان وقت گذروندن هم خیلی حالم رو خوب میکنه. دنبال دوستی پایدار هستم ، اینکه کنار هم باعث رشد هم بشینم نه اینکه درگیر انتظار های عجیب از همدیگه بشیم.,5,"3/22/2022, 10:02:00 AM"
amir.hosseini.__,والا ما که از رابطه چیزه خوبی ندیدیم ولی تو رابطه متعهد باشید  الکی وارد زندگی کسی نشید ...,3,"3/22/2022, 10:01:55 AM"
leila.hassanlou,@paria.mdz 🥺❤️❤️,1,"3/22/2022, 10:06:44 AM"
leila.hassanlou,@nayyeresmaili هستم 🤣,1,"3/22/2022, 10:06:26 AM"
farzaneh.turkish,امروز داشتم به این موضوع فکر میکردم یلدا، اومدم دیدم پست کردی دوباره. جلل الخالق! من هرچی کیس داشتم رو به خاطر لانگ دیستنس و تهران نبودنم از دست دادم🥲🚶🏻‍♂️😂,10,"3/22/2022, 10:06:24 AM"
maryam.msv.8,"دارم کامنت ها رو می خونم دوستان درباره چند تا مسئله حرفی نزدن، درباره اینکه  تمایل به بچه داشتن دارن یا نه؟
وابستگی غیر منطقی به خانواده دارین یا نه؟
شدیدا تحت تأثیر حرف و نظر خانواده و اطرافیان هستین؟
قصد مهاجرت دارین یا نه؟",6,"3/22/2022, 10:06:14 AM"
farzanehmotevallian,@delara_aghdam کاش یکی از دوستای خوبم بودی🙂,1,"3/22/2022, 10:06:08 AM"
saraa__heidari,@milaad_26,1,"3/22/2022, 10:06:00 AM"
saraa__heidari,@kooshyar_pli,1,"3/22/2022, 10:05:50 AM"
hedie.tajerbashi,@marjaan_alz 😂😂😂 من به جات می نویسم,1,"3/22/2022, 10:05:45 AM"
shadi.e.shad,چقدر خوبه که این تابو داره شکسته میشه و میشه خیلی راحت گفت چی هستم و چی میخوام، واقعا زمان ما چقدر تابو بود و سخت بود و بد و عیب و زشت بود گفتن این چیزا. نتیجه‌اش میشد رفتن تو رابطه و خودسانسوری و سرخورده بیرون اومدن ازون رابطه، یلدا این پستهات بی‌نظیرن و مرسی که داری درین زمینه فرهنگ سازی میکنی😘😘😘,16,"3/22/2022, 10:05:44 AM"
farzaneh.gaz,سلام ❤️❤️❤️منم علاقه مندم با یک دوست جدید آشنا بشم,1,"3/22/2022, 10:05:07 AM"
siavasham68,@roghi.zishan بیا آشنا شیم,2,"3/22/2022, 10:05:01 AM"
saboorimehri,@delara_aghdam احسنت به این پرزنت,1,"3/22/2022, 10:04:41 AM"
mahtab_life,@leavesinutumn 😍😍😍چقدر خوب,1,"3/22/2022, 10:08:37 AM"
gillani_neda_1987,🤗🥰😘,2,"3/22/2022, 10:08:34 AM"
soheilsiiii,@mahsa.m.bardi من یه موز بردازم,1,"3/22/2022, 10:08:28 AM"
patrick_bahrami_,@bahar_delk درود، میشه دایرکت بدین لطفا,0,"3/22/2022, 10:08:16 AM"
