Username;Comment
mandyyyse;@mandyyyse من کد تخفیف دانشجویی دارم ۱۵٪ تو FlixBus WCC738CLV86
marzieh_fo;@farzad.miri.0059 لطفا به من هم اطلاع بدین من هم نورنبرگ هستم
saraasadireal;@__zahra_fa_ منم هستم
roya.sanie;@soheilsangarzadeh2
kianainitaly;@soudabeh.mortazavian منم میلانم و واقعا نمیدونم چجوری با به صرفه ترین حالت خودم برسونم
life.rangin;@likethgrl ما هستیم از رم، گواهینامه هم داریم ولی ماشین نداریم
weekendpartyberlin;👏👏👏👏👏👏👏👏👏
uroji_neda;کی حرکت می کنید شما و چند نفر جا دارید ؟؟
nazila__fa63;بچه ها ما برای شرکت HVV ایمیل فرستادیم و ازشون تقاضا بلیط مجانی برای ایرانی ها کردیم امیدوارم که موفق بشیم ، به محض این که خبری شد باهاتون در ارتباط هستم
erfan.khoshrouzi;دوستانی که ماشین ندارن و نتونستن کسی رو پیدا کنن با قطار بلیت های گروهی بگیرید خیلی ارزون میوفته براتون
saraasadireal;@masood.z.z من یه نفر هستم. هنوز جا دارید؟
a1laaa_hh;کسی از هامبورگ میره؟
farzad.miri.0059;@marzieh_fo چشم اگه اوکی شد استوری میکنم
foroughshahi;@s_e_p_93_e_h_r رفتش آسونه با فيليكس بوس اما برگشتش براي من مشكل بوس نيست و فقط قطار هست كه بسيار گرونه
uroji_neda;@the_sabai نه ندارم ،منظورم این بود اگه کسی داره 😢😢
nil_photogallery;@jalal6039_s_s_f منم فرانکفورتم ، میتونیم بلیت گروهی بگیریم بریم و برگردیم
lilyking1369;#mahsaamini #nikashakarami
keyvansohrabi;اگر کسی از اطراف Mainz و یا Wiesbaden  هستش  پیغام بده با ماشین میخوام برم ولی شش ساعت باید رانندگی کنم. بگه باهم بریم و هزینه ی بنزین رو نصف میکنیم.
meeladrajabi;@shirin.akaber حتمااا
zeesoori;@nazila__fa63 https://t.me/+KdUQBYYPX804MWQ0
foroughshahi;@foroughshahi از كجا؟
nafis.abbasi;ما استونی هستیم ، متاسفانه هزینه پرواز بالاست و هرطور بررسی کردیم نشد بلیط بخریم😞
uroji_neda;@uroji_neda اگه دیدم حتما،انقدر کامنت گذاشته بودن نشد پیدا کنم😢
befrin_am;@sahar__mohammadi93 😍😍😍❤️
the_sabai;"@uroji_neda 
من تازه اومدم اشتوت گارت. کسی رو نمیشناسم اصلا … حالا شما اگه دوست و آشنا داری بپرس لطفا. اگر اوکی شد، منم پایه ام بریم (هزینه هارو هم تقسیم میکنیم)"
life.rangin;@shiva_iran ما از رم هستیم، گواهینامه هم دارم ولی ماشین ندارم
angi_karshenas;@sadeghaboutalebi سلام صادق جان ما از پاریس میاییم میتونیم به شما بپیوندیم
ros.ta;"Sehr geehrte Damen und Herren, 
die Stimmen der mutigen Frauen und Männer im Iran ist ohrenbetäubend. Seit 27 Tagen protestieren tausende Menschen in verschiedenen Städten im Iran und täglich werden mehr und mehr von ihnen von der Polizei und anderen Militärorganisationen verhaftet oder erschossen. Aus Solidarität mit den mutigen Menschen im Iran haben weltweit in fast 150 großen Städten dutzende Demonstrationen stattgefunden. 
Nun rufen die hier lebenden lranerinnen/Iraner zu einer großen Demonstration in Berlin auf, als Ausdruck der Solidarität mit dem iranischen Volk. 

Daher bitten wir Sie, die Deutsche Bahn, um Ihre Hilfe bzw. Unterstützung. Wenn es möglich ist, ermöglichen Sie bitte iranischen Teilnehmern der Demonstration am Tag der Demonstration, dem
22.10.2022 eine unentgeltliche Hin- und Rückfahrt nach Berlin. 

Deutschland und auch Sie haben immer wieder Solidarität mit anderen gezeigt, daher wären wir äußerst dankbar, wenn Sie uns Ihre Unterstützung zusagen und unserer Bitte nachkommen würden. 

Wir freuen uns auf eine Rückmeldung von Ihnen.

Mit freundlichen Grüßen
اسم و فامیل واقعی تان"
mhnsm2022;دم شماها گرم❤️
fatima.dii;سلام کسی از لاهه می‌ره؟
armin_ff6;@nima6789 اوکی من و یک نفر دیگر صد در صد هستیم
ros.ta;@ros.ta این متنو بفرستید برای دویچه بان
rozhina_rr;"لطفا ارسال کنید به این ایمیل قطار های المان تا رفت آمد رو رایگان بکنن مثل راهپیمایی اکراین.
 به این ادرس:
 kundendialog@bahn.de
متن ایمیل:
Sehr geehrte Damen und Herren , die Stimmen der mutigen Frauen und Männer im Iran ist ohrenbetäubend . Seit 27 Tagen protestieren tausende Menschen in verschiedenen Städten im Iran und viele von ihnen werden täglich durch die Polizei und Militärorganisationen verhaftet oder erschossen.Aus Solidarität mit den mutigen Menschen im Iran haben dutzende Demonstrationen in fast 150 großen Städten weltweit stattgefunden . 
Daher rufen die hier lebenden Iraner : innen zu einer große Demonstration in Berlin auf , als Ausdruck der Solidarität mit dem iranischen Volk . Daher bitten wir Sie , die Deutsche Bahn , um Hilfe . Wenn es möglich ist , ermöglichen Sie bitte für Iraner : innen am Tag der Demo , den 22.10.2022 eine unentgeltliche Hin- und Rückfahrt nach und von Berlin.
Deutschland und auch Sie haben immer wieder Solidarität mit anderen gezeigt , daher wären wir äußerst dankbar , wenn Sie uns Ihre Unterstüzung zusagen und unserer Bitte nachkommen .
Ich freue mich auf eine Rückmeldung von Ihnen und verbeleibe mit freundlichen Grüßen"
ros.ta;"@omidkps Sehr geehrte Damen und Herren, 
die Stimmen der mutigen Frauen und Männer im Iran ist ohrenbetäubend. Seit 27 Tagen protestieren tausende Menschen in verschiedenen Städten im Iran und täglich werden mehr und mehr von ihnen von der Polizei und anderen Militärorganisationen verhaftet oder erschossen. Aus Solidarität mit den mutigen Menschen im Iran haben weltweit in fast 150 großen Städten dutzende Demonstrationen stattgefunden. 
Nun rufen die hier lebenden lranerinnen/Iraner zu einer großen Demonstration in Berlin auf, als Ausdruck der Solidarität mit dem iranischen Volk. 

Daher bitten wir Sie, die Deutsche Bahn, um Ihre Hilfe bzw. Unterstützung. Wenn es möglich ist, ermöglichen Sie bitte iranischen Teilnehmern der Demonstration am Tag der Demonstration, dem
22.10.2022 eine unentgeltliche Hin- und Rückfahrt nach Berlin. 

Deutschland und auch Sie haben immer wieder Solidarität mit anderen gezeigt, daher wären wir äußerst dankbar, wenn Sie uns Ihre Unterstützung zusagen und unserer Bitte nachkommen würden. 

Wir freuen uns auf eine Rückmeldung von Ihnen.

Mit freundlichen Grüßen
اسم و فامیل واقعی تان"
shakiba.freedom;از هامبورگ
life.rangin;@potter_h112 ما از رم هستیم گواهینامه هم داریم اما ماشین ندارم
about.faraa;میتونیم هماهنگ شیم باهم یه اتوبوس کرایه کنیم؟ خیلیا پیشنهادشو دادن.
weissbrich;@azadeh.r.a.e.i na 😢Bodensee
nima6789;@armin_ff6 لطفن شمارتونو‌ برام تو پی وی بفرستین
ros.ta;@omidkps این متنو هم می تونید بفرستید
drhamed.p;دوستان ما دو نفر از فرایبورگ هستیم، ماشین نداریم متأسفانه.
mehrangord;از هامبورگ هستم و اگر کسی جای خالی برای ۲_۳نفر داشت لطفا اطلاع بده
armin_ff6;@nima6789 اوکی
life.rangin;از رم/ گواهینامه بین المللی دارم/ ماشین ندارم
da.mahiii;@farzadit22 manam milan
sima.saadi;@shabi.jam بله الان چک کردم رفت و برگشت 300 یور هم پیدا کردم. ولی خب باز یاده.
milad.keshavarz.68;@ali.morwarid.nezhad @sh___abbasi @mazio_ak @afshin_ak @behnaaam1991
natasha.molaie;@peymankani__ ghorbone mehrabonit
amirrvza;من برلین زندگی میکنم. ۲ نفر میتونن بیان خونه ما 🤞🏼♥️
ata_eslamboulchilar;@mehran_kakaei ما هم دست شما رو ميبوسيم برادر عزيز
zeesoori;@zeesoori بچه های هامبورگ چون‌ هماهنگ شدن با همه سخت بود و من شرمنده‌ی خیلی از بچه ها میشدم یه گروه تلگرام ساختم که همه توش فعال باشن و brainstorming کنیم
raheleh_eh2;کسی هست از Bielefeld?? باهم بریم
zeesoori;@zeesoori https://t.me/+KdUQBYYPX804MWQ0
weekendpartyberlin;همه دوستان به برلین خیلی خوش تشریف میارید، من جای خواب ندارم ولی اگه هر سوالی درباره برلین داشتید درخدمت هستم🙏
anilii_96;@shimaaslanii @sima.ch.127
freedom.pursuit2;دوستان اوضاع و احول پارکینگ توی برلین چجوریه؟
elnaz_afsharian;@angi_karshenas برای منم جا دارید؟
mad_leoni;@uroji_neda ۲۰ دونفر
mhnsm2022;@mahdi_seyedsalehi اینجا واقف هستند عادیه این چیزها و مردم به حقشون
1377madmazel;دم دوستان گرم❤️
sajjad.ansari51;از Adorf کسی هست به سمت برلین بره؟
mohsenjabbari43;خدا قوت ب همگی روزای خوبی تو راهه✌️✌️👊
mj.ahmadpoor;سلام از کیل یا هامبورگ کسی وسیله داره ؟
marianole22;از لیسبون کسی میره؟
nimaa32;ما از هلند میایم. احتمالا با قطار یا اتوبوس. کسی گزینه دیگه ای داره بگه
amirhosseinnaghibi;Man az Regensburg (Bayern) miam, mamnoon misham age kasi vasile dare o mitoone manam ba khodesh bebare behem payam bede🖤 #mahsa_amini #Mahsaamini #opiran #مهسا_امینی
mahtabm.saleh;#مهسا_امینی #MahsaAmini
blue_skylove;Thanks@glvaay
you.can.call.me.ayo;Man Braunschweig hastm ba dostm o mashin nadaram
shayan__barzi;از شمال براندنبورگ هر کسی خواست میتونه همراه من بیاد.  جا هم برای موندن هست.
darya371;از استکهلم کسی هست که بره؟؟
jalal6039_s_s_f;@nil_photogallery دایرکت براتون نوشتم روزتون خوش
shabi.jam;@ بهت پیام میدم
ramyar_rouhi;کسی هست از کیل بره ؟! Kiel
samhmdi;@masire.farda شما که خودتون خط مقدمید‌ماشالله ❤️
amirhosseinnaghibi;@otrishaustria @soroushndr
bita_o_chico;@memoo0oo فدات عزیز دلم ✌🏼❤️✌🏼❤️✌🏼
zana_moloudzadeh;بچه ها اگه کسی از کالسروئه یا فرانکفورت به سمت برلین میره میشه به من خبر بده ممنون میشم
omidkps;@ros.ta perfekt 👏🏼
amir.tayebisani;از فرانکفورت کسی اتوبوس هماهنگ نکرده؟
astrosep;دوستان کسی از سمت کارلزروحه رد میشه بره برلین؟
aniabehzadifar;👏👏👏👏👏
ma_b98;Mrc 👏❤️k sedaye iranid
gholamianpoursogand;Akhe ma ke espana hastim o enqad dore chetori berim 😢😢😢
saeedeh2527;@germany.pirapezeshki نه Villingen-Schwenningen
aniabehzadifar;درود برشما❤️❤️
raheleh.safarpour;#mahsaamini
da.mahiii;@soudabeh.mortazavian milan
shima_faraji;همکار آلمانی من میگه Ryanair پروازهای اقتصادی خیلی ارزون برای سرتاسر اروپا داره که بدون مهماندار و هر سرویسی هست
sarzamin.daliran2701;گروه چند نفره باید باشه ؟
dr.abroshan;@vidasabet7 وسیله نداریم احتمالا هوایی بریم
massdrink;@hedieh.hhhediehhh سلام. من و دوستم هم از مالمو داریم میریم. یا ا توبوس یا نایت ترین
daniyall_1991;سلام هموطنان، من از برمن میام، کسی از برمن میره برلین آیا تا من هم باهاش همسفر بشم؟
shr8968;@sezhams مرسى عزيزم ❤️
nima6789;لینک کار نمیکنه میزنه abgelaufen
potter_h112;@life.rangin  من هم ماشین ندارم متاسفانه 😢
yawatani91;من چرا با خوندن این کامنتاتون این همه گریه کردم!؟ خدا پشت و پناهتون هموطنا ❤️
danialllllll7e;Man ham hastam
